code,name,city,country,timezone,lat,lng,terminal,gate
MTR,Los Garzones,Monteria,Colombia,America/Bogota,8.823744,-75.825831,,
EDI,Edinburgh,Edinburgh,United Kingdom,Europe/London,55.95,-3.3725,,
VEY,Vestmannaeyjar,Vestmannaeyjar,Iceland,Atlantic/Reykjavik,63.424303,-20.278875,,
EDL,Eldoret Intl,Eldoret,Kenya,Africa/Nairobi,0.404458,35.238928,,
MTT,Minatitlan,Minatitlan,Mexico,America/Mexico_City,18.103419,-94.580681,,
MTV,Mota Lava Airport,Ablow,Vanuatu,Pacific/Efate,-13.666,167.712,,
VFA,Victoria Falls Intl,Victoria Falls,Zimbabwe,Africa/Harare,-18.095881,25.839006,,
EDR,Pormpuraaw Airport,Pormpuraaw,Australia,Australia/Lindeman,-14.8967,141.609,,
MTY,General Mariano Escobedo Intl,Monterrey,Mexico,America/Monterrey,25.778489,-100.106878,,
MUC,Franz Josef Strauss,Munich,Germany,Europe/Berlin,48.353783,11.786086,,
MUB,Maun,Maun,Botswana,Africa/Gaborone,-19.972564,23.431086,,
MUE,Waimea Kohala,Kamuela,United States,Pacific/Honolulu,20.001328,-155.668108,,
MUH,Mersa Matruh,Mersa-matruh,Egypt,Africa/Cairo,31.325356,27.221689,,
MUK,Mauke Airport,Mauke Island,Cook Islands,Pacific/Rarotonga,-20.1361,-157.345,,
MUN,Maturin,Maturin,Venezuela,America/Caracas,9.749067,-63.1534,,
EEK,Eek Airport,Eek,United States,America/Nome,60.213611,-162.043889,,
MUR,Marudi,Marudi,Malaysia,Asia/Kuching,4.1775,114.321944,,
MUX,Multan Intl,Multan,Pakistan,Asia/Karachi,30.203222,71.419111,,
VGA,Vijayawada,Vijayawada,India,Asia/Kolkata,16.530433,80.796847,,
MUZ,Musoma Airport,Musoma,Tanzania,Africa/Dar_es_Salaam,-1.483,33.8,,
MVB,Mvengue,Franceville,Gabon,Africa/Libreville,-1.656156,13.438036,,
MVD,Carrasco Intl,Montevideo,Uruguay,America/Montevideo,-34.838417,-56.030806,,
VGO,Vigo,Vigo,Spain,Europe/Madrid,42.2318,-8.626775,,
MVP,Fabio Alberto Leon Bentley,Mitu,Colombia,America/Bogota,1.253664,-70.233878,,
MVR,Salak,Maroua,Cameroon,Africa/Douala,10.451392,14.257361,,
VGZ,Villa Garzon Airport,Villa Garzon,Colombia,America/Bogota,0.978889,-76.605556,,
EFL,Kefallinia,Keffallinia,Greece,Europe/Athens,38.120069,20.500481,,
MVT,Mataiva,Mataiva,French Polynesia,Pacific/Tahiti,-14.868055,-148.717225,,
MVS,Mucuri Airport,Mucuri,Brazil,America/Bahia,-18.0489,-39.8642,,
VHC,Saurimo,Saurimo,Angola,Africa/Luanda,-9.689067,20.431875,,
MVY,Martha\'s Vineyard,Vineyard Haven MA,United States,America/New_York,41.391667,-70.615278,,
MWA,Williamson Country Regional Airport,Marion,United States,America/Chicago,37.7549569,-89.0110936,,
VHM,Vilhelmina,Vilhelmina,Sweden,Europe/Stockholm,64.579083,16.833575,,
MWF,Naone Airport,Maewo Island,Vanuatu,Pacific/Efate,-15,168.083,,
EGC,Roumaniere,Bergerac,France,Europe/Paris,44.825279,0.518611,,
EGE,Eagle Co Rgnl,Vail,United States,America/Denver,39.642556,-106.917694,,
MWQ,Magwe,Magwe,Burma,Asia/Rangoon,20.165453,94.941185,,
VHZ,,,,UTC,0,0,,
EGO,Belgorod International Airport,Belgorod,Russia,Europe/Moscow,50.6438,36.5901,,
EGN,Geneina Airport,Geneina,Sudan,Africa/Khartoum,13.4817,22.4672,,
MWX,Muan,Muan,South Korea,Indian/Antananarivo,34.991389,126.382778,,
EGS,Egilsstadir,Egilsstadir,Iceland,Atlantic/Reykjavik,65.283333,-14.401389,,
MWZ,Mwanza,Mwanza,Tanzania,Africa/Dar_es_Salaam,-2.444486,32.932667,,
VIE,Schwechat,Vienna,Austria,Europe/Vienna,48.110278,16.569722,,
EGV,Eagle River,Eagle River,United States,America/Menominee,45.932333,-89.268283,,
VIG,Juan Pablo Pérez Alfonso Airport,El Vigía,Venezuela,America/Caracas,8.6241,-71.672819,,
VIJ,Virgin Gorda Airport,Spanish Town,British Virgin Islands,America/Tortola,18.4464,-64.4275,,
EGX,Egegik Airport,Egegik,United States,America/Anchorage,58.185556,-157.375556,,
VII,Vinh Airport,Vinh,Vietnam,Asia/Ho_Chi_Minh,18.737569,105.670764,,
VIL,Dakhla Airport,Dakhla,Western Sahara,Africa/Casablanca,23.7183,-15.932,,
MXH,Moro Airport,Moro,Papua New Guinea,Pacific/Port_Moresby,-6.36333,143.238,,
MXL,General Rodolfo Sanchez Taboada Intl,Mexicali,Mexico,America/Tijuana,32.630634,-115.241637,,
VIT,Vitoria,Vitoria,Spain,Europe/Madrid,42.882836,-2.724469,,
VIS,Visalia Municipal Airport,Visalia,United States,America/Los_Angeles,36.318611,-119.392778,,
MXM,Morombe,Morombe,Madagascar,Indian/Antananarivo,-21.753867,43.375533,,
MXP,Malpensa,Milano,Italy,Europe/Rome,45.630606,8.728111,,
VIX,Goiabeiras,Vitoria,Brazil,America/Bahia,-20.258056,-40.286389,,
MXT,Maintirano Airport,Maintirano,Madagascar,Indian/Antananarivo,-18.05,44.033,,
MXV,Muren Airport,Muren,Mongolia,Asia/Ulaanbaatar,49.6633,100.099,,
MXX,Mora,Mora,Sweden,Europe/Stockholm,60.957908,14.511383,,
MXZ,Meixian Airport,Meixian,China,Asia/Shanghai,24.35,116.133,,
MYA,Moruya Airport,Moruya,Australia,Australia/Broken_Hill,-35.8978,150.144,,
MYD,Malindi Airport,Malindi,Kenya,Africa/Nairobi,-3.22931,40.1017,,
MYG,Mayaguana,Mayaguana,Bahamas,America/Nassau,22.379528,-73.0135,,
MYI,Murray Island Airport,Murray Island,Australia,Australia/Lindeman,-9.91667,144.055,,
MYJ,Matsuyama,Matsuyama,Japan,Asia/Tokyo,33.827222,132.699722,,
EIE,Yeniseysk Airport,Yeniseysk,Russia,Asia/Krasnoyarsk,58.4742,92.1125,,
MYL,McCall Municipal Airport,McCall,United States,America/Boise,44.889722,-116.101389,,
MYR,Myrtle Beach Intl,Myrtle Beach,United States,America/Kentucky/Monticello,33.67975,-78.928333,,
MYU,Mekoryuk Airport,Mekoryuk,United States,America/Nome,60.3714,-166.271,,
MYT,Myitkyina,Myitkyina,Burma,Asia/Rangoon,25.383636,97.351919,,
MYW,Mtwara,Mtwara,Tanzania,Africa/Dar_es_Salaam,-10.339058,40.181781,,
EIN,Eindhoven,Eindhoven,Netherlands,Europe/Amsterdam,51.450139,5.374528,,
MYY,Miri,Miri,Malaysia,Asia/Kuching,4.322014,113.986806,,
EIS,Terrance B Lettsome Intl,Tortola,British Virgin Islands,America/Tortola,18.444834,-64.542975,,
VKG,Rach Gia,Rach Gia,Vietnam,Asia/Ho_Chi_Minh,9.949676,105.133659,,
MZH,Merzifon,Merzifon,Turkey,Europe/Istanbul,40.829375,35.521992,,
MZG,Magong,Makung,Taiwan,Asia/Taipei,23.568669,119.628311,,
VKO,Vnukovo,Moscow,Russia,Europe/Moscow,55.591531,37.261486,,
EJA,Yariguies,Barrancabermeja,Colombia,America/Bogota,7.024331,-73.8068,,
MZI,Ambodedjo,Mopti,Mali,Africa/Bamako,14.512803,-4.079561,,
MZL,La Nubia,Manizales,Colombia,America/Bogota,5.029597,-75.464708,,
VKT,Vorkuta Airport,Vorkuta,Russia,Europe/Moscow,67.4886,63.9931,,
EJH,Wejh,Wejh,Saudi Arabia,Asia/Riyadh,26.198553,36.476381,,
MZO,Sierra Maestra,Manzanillo,Cuba,America/Havana,20.288172,-77.0893,,
MZR,Mazar I Sharif,Mazar-i-sharif,Afghanistan,Asia/Kabul,36.706914,67.209678,,
MZT,General Rafael Buelna Intl,Mazatlan,Mexico,America/Mazatlan,23.161356,-106.266072,,
MZV,Mulu,Mulu,Malaysia,Asia/Kuching,4.048333,114.805,,
VLC,Valencia,Valencia,Spain,Europe/Madrid,39.489314,-0.481625,,
VLI,Port Vila Bauerfield,Port-vila,Vanuatu,Pacific/Efate,-17.699325,168.319794,,
VLL,Valladolid,Valladolid,Spain,Europe/Madrid,41.706111,-4.851944,,
VLN,Arturo Michelena Intl,Valencia,Venezuela,America/Caracas,10.149733,-67.9284,,
VLS,Valesdir Airport,Valesdir,Vanuatu,Pacific/Efate,-16.7961,168.177,,
VLV,Dr Antonio Nicolas Briceno,Valera,Venezuela,America/Caracas,9.340797,-70.584089,,
ELF,El Fashir,El Fasher,Sudan,Africa/Khartoum,13.614892,25.32465,,
ELH,North Eleuthera,North Eleuthera,Bahamas,America/Nassau,25.474861,-76.683489,,
ELG,El Golea,El Golea,Algeria,Africa/Algiers,30.571294,2.859586,,
ELI,Elim Airport,Elim,United States,America/Nome,64.615,-162.270556,,
ELM,Elmira Corning Rgnl,Elmira,United States,America/New_York,42.159889,-76.891611,,
ELP,El Paso Intl,El Paso,United States,America/Denver,31.80725,-106.377583,,
ELQ,Gassim,Gassim,Saudi Arabia,Asia/Riyadh,26.302822,43.773911,,
ELS,East London,East London,South Africa,Africa/Johannesburg,-33.035569,27.825939,,
ELV,Elfin Cove Seaplane Base,Elfin Cove,United States,America/Juneau,58.195278,-136.3475,,
ELU,Guemar Airport,Guemar,Algeria,Africa/Algiers,33.5114,6.77679,,
ELY,Ely Airport,Ely,United States,America/Los_Angeles,39.299722,-114.841944,,
VNO,Vilnius Intl,Vilnius,Lithuania,Europe/Vilnius,54.634133,25.285767,,
EMA,Nottingham East Midlands,East Midlands,United Kingdom,Europe/London,52.831111,-1.328056,,
VNS,Varanasi,Varanasi,India,Asia/Kolkata,25.452358,82.859342,,
EME,Emden,Emden,Germany,Europe/Berlin,53.391186,7.227408,,
VNX,Vilankulo,Vilankulu,Mozambique,Africa/Maputo,-22.018431,35.313297,,
EMK,Emmonak Airport,Emmonak,United States,America/Nome,62.786111,-164.490833,,
VOG,Gumrak,Volgograd,Russia,Europe/Samara,48.782528,44.345544,,
VOL,Nea Anchialos,Nea Anghialos,Greece,Europe/Athens,39.219619,22.794339,,
ENA,Kenai Muni,Kenai,United States,America/Anchorage,60.573111,-151.245,,
ENF,Enontekio,Enontekio,Finland,Europe/Helsinki,68.362586,23.424322,,
ENE,H Hasan Aroeboesman,Ende,Indonesia,Asia/Makassar,-8.849294,121.660644,,
ENH,Enshi Airport,Enshi,China,Asia/Chongqing,30.3203,109.485,,
VOZ,Chertovitskoye,Voronezh,Russia,Europe/Moscow,51.814211,39.229589,,
ENI,El Nido Airport,El Nido,Philippines,Asia/Manila,11.202,119.417,,
VPE,Ondjiva Pereira Airport,Ondjiva,Angola,Africa/Luanda,-17.043464,15.683822,,
ENS,Twenthe,Enschede,Netherlands,Europe/Amsterdam,52.27,6.874167,,
ENU,Enugu,Enugu,Nigeria,Africa/Lagos,6.474272,7.561961,,
ENW,Kenosha Regional Airport,Kenosha,United States,UTC,42.5956944,-87.9278056,,
ENY,Yan'an Airport,Yan'an,China,Asia/Chongqing,36.6369,109.554,,
VPN,Vopnafjörður Airport,Vopnafjörður,Iceland,Atlantic/Reykjavik,65.7206,-14.8506,,
VPS,Eglin Afb,Valparaiso,United States,America/Chicago,30.48325,-86.5254,,
VPY,Chimoio Airport,Chimoio,Mozambique,Africa/Maputo,-19.151267,33.428958,,
EOH,Olaya Herrera,Medellin,Colombia,America/Bogota,6.219958,-75.590519,,
EOZ,,,,America/Caracas,0,0,,
NAC,,,,UTC,0,0,,
NAG,Dr Ambedkar Intl,Nagpur,India,Asia/Kolkata,21.092192,79.047183,,
NAJ,Nakhchivan Airport,Nakhchivan,Azerbaijan,Asia/Baku,39.1888,45.4584,,
VQS,Vieques Airport,Vieques Island,Puerto Rico,America/Puerto_Rico,18.1158,-65.4227,,
NAN,Nadi Intl,Nandi,Fiji,Pacific/Fiji,-17.755392,177.443378,,
NAP,Capodichino,Naples,Italy,Europe/Rome,40.886033,14.290781,,
NAO,Nanchong Airport,Nanchong,China,Asia/Chongqing,30.754,106.062,,
NAQ,Qaanaaq Airport,Qaanaaq,Greenland,America/Godthab,77.4886,-69.3887,,
NAT,Augusto Severo,Natal,Brazil,America/Recife,-5.911417,-35.247717,,
NAS,Lynden Pindling Intl,Nassau,Bahamas,America/Nassau,25.038958,-77.466231,,
NAV,Kapadokya,Nevsehir,Turkey,Europe/Istanbul,38.771867,34.53455,,
NAU,,,,Pacific/Tahiti,0,0,,
VRA,Juan Gualberto Gomez Intl,Varadero,Cuba,America/Havana,23.034445,-81.435278,,
NAW,Narathiwat,Narathiwat,Thailand,Asia/Bangkok,6.519922,101.7434,,
EPR,Esperance Airport,Esperance,Australia,Australia/Perth,-33.6844,121.823,,
VRC,Virac Airport,Virac,Philippines,Asia/Manila,13.576439,124.205672,,
NBC,Begishevo,Nizhnekamsk,Russia,Europe/Moscow,55.34,52.06,,
VRK,Varkaus,Varkaus,Finland,Europe/Helsinki,62.171111,27.868611,,
VRN,Villafranca,Villafranca,Italy,Europe/Rome,45.395706,10.888533,,
NBO,Jomo Kenyatta International,Nairobi,Kenya,Africa/Nairobi,-1.319167,36.9275,,
VRY,Værøy Heliport,Værøy,Norway,Europe/Oslo,67.6667,12.6833,,
NBW,,,,America/Havana,0,0,,
NBX,Nabire,Nabire,Indonesia,Asia/Jayapura,-3.368183,135.496406,,
VSA,C P A Carlos Rovirosa Intl,Villahermosa,Mexico,America/Merida,17.997,-92.817361,,
EQS,Esquel,Esquel,Argentina,America/Argentina/Rio_Gallegos,-42.90795,-71.139472,,
VSG,Luhansk International Airport,Lugansk,Ukraine,Europe/Zaporozhye,48.4174,39.3741,,
NCA,North Caicos,North Caicos,Turks and Caicos Islands,America/Grand_Turk,21.917475,-71.939561,,
NCE,Cote D\'Azur,Nice,France,Europe/Paris,43.658411,7.215872,,
NCL,Newcastle,Newcastle,United Kingdom,Europe/London,55.0375,-1.691667,,
VST,Vasteras,Vasteras,Sweden,Europe/Stockholm,59.589444,16.633611,,
ERC,Erzincan,Erzincan,Turkey,Europe/Istanbul,39.710203,39.527003,,
ERF,Erfurt,Erfurt,Germany,Europe/Berlin,50.979811,10.958106,,
NCN,Chenega Bay Airport,Chenega,United States,America/Anchorage,60.077222,-147.991944,,
ERI,Erie Intl Tom Ridge Fld,Erie,United States,America/Detroit,42.082022,-80.176217,,
NCU,Nukus Airport,Nukus,Uzbekistan,Asia/Samarkand,42.4884,59.6233,,
NCY,Meythet,Annecy,France,Europe/Paris,45.929233,6.098764,,
VTE,Wattay Intl,Vientiane,Laos,Asia/Vientiane,17.988322,102.563256,,
ERS,Eros Airport,Windhoek,Namibia,Africa/Windhoek,-22.6122,17.0804,,
ERZ,Erzurum,Erzurum,Turkey,Europe/Istanbul,39.956501,41.170166,,
NDB,Nouadhibou,Nouadhibou,Mauritania,Africa/Nouakchott,20.933067,-17.029956,,
NDG,Qiqihar Sanjiazi Airport,Qiqihar,China,Asia/Choibalsan,47.239628,123.918131,,
ESB,Esenboga,Ankara,Turkey,Europe/Istanbul,40.128082,32.995083,,
NDJ,Ndjamena Hassan Djamous,N'djamena,Chad,Africa/Ndjamena,12.133689,15.034019,,
VTU,Hermanos Ameijeiras,Las Tunas,Cuba,America/Havana,20.987642,-76.9358,,
ESD,Orcas Island Airport,Eastsound,United States,America/Los_Angeles,48.708056,-122.910556,,
NDR,El Aroui Airport,El Aroui,Morocco,Africa/Casablanca,34.9888,-3.02821,,
VTZ,Vishakhapatnam,Vishakhapatnam,India,Asia/Kolkata,17.721167,83.224483,,
ESM,General Rivadeneira Airport,Esmeraldas,Ecuador,America/Guayaquil,0.978519,-79.6266,,
ESR,Ricardo García Posada Airport,El Salvador,Chile,America/Santiago,-26.3111,-69.7652,,
ESU,Mogador Airport,Essadouira,Morocco,Africa/Casablanca,31.3975,-9.681667,,
VUP,Alfonso Lopez Pumarejo,Valledupar,Colombia,America/Bogota,10.435042,-73.249506,,
ETH,Eilat,Elat,Israel,Asia/Jerusalem,29.561281,34.960081,,
NER,,,,Asia/Yakutsk,0,0,,
NEV,Vance Winkworth Amory International Airport,Charlestown,Saint Kitts and Nevis,America/St_Kitts,17.205678,-62.589869,,
VVC,Vanguardia,Villavicencio,Colombia,America/Bogota,4.167875,-73.613761,,
VVI,Viru Viru Intl,Santa Cruz,Bolivia,America/La_Paz,-17.644756,-63.135364,,
ETZ,Metz Nancy Lorraine,Metz,France,Europe/Paris,48.982142,6.251319,,
VVO,Knevichi,Vladivostok,Russia,Asia/Vladivostok,43.398953,132.148017,,
EUA,Kaufana Airport,Eua Island,Tonga,UTC,-21.3783,-174.958,,
EUG,Mahlon Sweet Fld,Eugene,United States,America/Los_Angeles,44.124583,-123.211972,,
NFO,Mata'aho Airport,"Angaha, Niuafo'ou Island",Tonga,UTC,-15.5708,-175.633,,
VVZ,Illizi Takhamalt,Illizi,Algeria,Africa/Algiers,26.723536,8.622653,,
EUN,Hassan I Airport,El Aaiún,Western Sahara,Africa/Casablanca,27.1517,-13.2192,,
NGB,Lishe,Ninbo,China,Asia/Shanghai,29.826683,121.461906,,
EUX,F D Roosevelt,Oranjestad,Netherlands Antilles,America/Curacao,17.496492,-62.979439,,
NGE,Ngaoundere,N'gaoundere,Cameroon,Africa/Douala,7.357011,13.559242,,
NGI,Ngau Airport,Ngau,Fiji,Pacific/Fiji,-18.1156,179.34,,
EVE,Evenes,Harstad/Narvik,Norway,Europe/Oslo,68.4913,16.678108,,
EVG,Sveg,Sveg,Sweden,Europe/Stockholm,62.047811,14.42295,,
NGO,Chubu Centrair Intl,Nagoya,Japan,Asia/Tokyo,34.858414,136.805408,,
NGS,Nagasaki,Nagasaki,Japan,Asia/Tokyo,32.916944,129.913611,,
EVN,Zvartnots,Yerevan,Armenia,Asia/Yerevan,40.147275,44.395881,,
VXC,Lichinga,Lichinga,Mozambique,Africa/Maputo,-13.273986,35.266262,,
VXE,Sao Pedro,Sao Vicente Island,Cape Verde,Atlantic/Cape_Verde,16.833689,-25.054661,,
EVV,Evansville Regional,Evansville,United States,America/Chicago,38.036997,-87.532364,,
NHA,Nhatrang,Nhatrang,Vietnam,Asia/Ho_Chi_Minh,12.227467,109.192322,,
VXO,Kronoberg,Vaxjo,Sweden,Europe/Stockholm,56.929144,14.727994,,
EWB,New Bedford Regional Airport,New Bedford,United States,America/New_York,41.6761,-70.9569,,
EWN,Craven Co Rgnl,New Bern,United States,America/New_York,35.072972,-77.042944,,
NHV,Nuku Hiva,Nuku Hiva,French Polynesia,Pacific/Marquesas,-8.795603,-140.228789,,
EWR,Newark Liberty Intl,Newark,United States,America/New_York,40.6925,-74.168667,,
NIB,Nikolai Airport,Nikolai,United States,America/Anchorage,63.010833,-154.383889,,
NIM,Diori Hamani,Niamey,Niger,Africa/Niamey,13.481547,2.183614,,
NIP,Jacksonville Nas,Jacksonville,United States,America/New_York,30.235834,-81.680556,,
EXT,Exeter,Exeter,United Kingdom,Europe/London,50.734444,-3.413889,,
NJC,Nizhnevartovsk,Nizhnevartovsk,Russia,Asia/Yekaterinburg,60.949272,76.483617,,
EYP,El Alcaraván Airport,Yopal,Colombia,America/Bogota,5.319114,-72.383975,,
EYW,Key West Intl,Key West,United States,America/Kentucky/Monticello,24.556111,-81.759556,,
NKC,Nouakchott,Nouakschott,Mauritania,Africa/Nouakchott,18.097856,-15.947956,,
NKG,Lukou,Nanjing,China,Asia/Shanghai,31.742042,118.862025,,
NKI,,,,America/Juneau,0,0,,
EZE,Ministro Pistarini,Buenos Aires,Argentina,America/Argentina/Buenos_Aires,-34.822222,-58.535833,,
EZS,Elazig,Elazig,Turkey,Europe/Istanbul,38.606925,39.291417,,
NLA,Ndola,Ndola,Zambia,Africa/Lusaka,-12.998139,28.664944,,
NLG,Nelson Lagoon,Nelson Lagoon,United States,America/Anchorage,56.0075,-161.160278,,
NLF,Darnley Island Airport,Darnley Island,Australia,Australia/Lindeman,-9.58333,143.767,,
NLK,Norfolk Island Intl,Norfolk Island,Norfolk Island,Pacific/Norfolk,-29.041625,167.938742,,
NLV,Mykolaiv International Airport,Nikolayev,Ukraine,Europe/Zaporozhye,47.0579,31.9198,,
NMA,Namangan Airport,Namangan,Uzbekistan,Asia/Tashkent,40.9846,71.5567,,
NME,Nightmute Airport,Nightmute,United States,America/Nome,60.471111,-164.700833,,
NNG,Wuxu,Nanning,China,Asia/Shanghai,22.608267,108.172442,,
NNM,Naryan-Mar,Naryan-Mar,Russia,Europe/Moscow,67.380537,53.051016,,
NNL,Nondalton Airport,Nondalton,United States,America/Anchorage,59.966944,-154.851667,,
NNT,Nan,Nan,Thailand,Asia/Bangkok,18.807914,100.783419,,
NNY,Nanyang Airport,Nanyang,China,Asia/Shanghai,32.9808,112.615,,
NOB,Nosara,Nosara Beach,Costa Rica,America/Costa_Rica,9.97649,-85.653,,
NOC,Ireland West Knock,Connaught,Ireland,Europe/Dublin,53.910297,-8.818492,,
NOJ,Noyabrsk,Noyabrsk,Russia,Asia/Yekaterinburg,63.110079,75.162243,,
NOS,Fascene,Nosy-be,Madagascar,Indian/Antananarivo,-13.312067,48.314822,,
NOV,Huambo,Huambo,Angola,Africa/Luanda,-12.808878,15.760547,,
NOU,La Tontouta,Noumea,New Caledonia,Pacific/Noumea,-22.014553,166.212972,,
WAA,Wales Airport,Wales,United States,America/Nome,65.6225,-168.095,,
NOZ,Spichenkovo Airport,Novokuznetsk,Russia,Asia/Novosibirsk,53.8114,86.8772,,
WAE,,,,Asia/Riyadh,0,0,,
WAQ,Antsalova Airport,Antsalova,Madagascar,Indian/Antananarivo,-18.7,44.617,,
WAT,Waterford,Waterford,Ireland,Europe/Dublin,52.1872,-7.086964,,
WAW,Okecie,Warsaw,Poland,Europe/Warsaw,52.16575,20.967122,,
WBB,Stebbins Airport,Stebbins,United States,America/Nome,63.515833,-162.278056,,
WBQ,Beaver Airport,Beaver,United States,America/Anchorage,66.362222,-147.406667,,
NQN,Presidente Peron,Neuquen,Argentina,America/Argentina/Mendoza,-38.949,-68.155711,,
FAE,Vagar,Vagar,Faroe Islands,Europe/Copenhagen,62.063628,-7.277219,,
FAI,Fairbanks Intl,Fairbanks,United States,America/Anchorage,64.815114,-147.856267,,
NQU,Reyes Murillo Airport,Nuquí,Colombia,America/Bogota,5.7,-77.28,,
FAO,Faro,Faro,Portugal,Europe/Lisbon,37.014425,-7.965911,,
FAR,Hector International Airport,Fargo,United States,America/North_Dakota/Center,46.92065,-96.8157639,,
NQY,St Mawgan,Newquai,United Kingdom,Europe/London,50.440558,-4.995408,,
FAT,Fresno Yosemite Intl,Fresno,United States,America/Los_Angeles,36.776194,-119.71814,,
FAV,Fakarava,Fakarava,French Polynesia,Pacific/Tahiti,-16.05415,-145.656994,,
NRA,Narrandera Airport,Narrandera,Australia,Australia/Broken_Hill,-34.7022,146.512,,
FAY,Fayetteville Regional Grannis Field,Fayetteville,United States,America/Kentucky/Monticello,34.9912,-78.8803,,
NRK,Kungsangen,Norrkoeping,Sweden,Europe/Stockholm,58.586253,16.250622,,
NRN,Niederrhein,Weeze,Germany,Europe/Berlin,51.602222,6.141944,,
FBM,Lubumbashi Intl,Lubumashi,Congo (Kinshasa),Africa/Lubumbashi,-11.591333,27.530889,,
NRT,Narita Intl,Tokyo,Japan,Asia/Tokyo,35.764722,140.386389,,
WDH,Windhoek Hosea Kutako International Airport ,Windhoek,Namibia,Africa/Windhoek,-22.486667,17.4625,,
NSH,Noshahr Airport,Noshahr,Iran,Asia/Tehran,36.663333,51.464722,,
FCA,Glacier Park Intl,Kalispell,United States,America/Boise,48.310472,-114.256,,
NSI,Yaounde Nsimalen,Yaounde,Cameroon,Africa/Douala,3.722556,11.553269,,
NSK,Alykel,Norilsk,Russia,Asia/Krasnoyarsk,69.311053,87.332183,,
NST,Nakhon Si Thammarat,Nakhon Si Thammarat,Thailand,Asia/Bangkok,8.539617,99.944725,,
FCN,,,,Europe/Berlin,0,0,,
FCO,Fiumicino,Rome,Italy,Europe/Rome,41.804475,12.250797,,
WEF,Weifang Airport,Weifang,China,Asia/Shanghai,36.6467,119.119,,
WEH,Weihai Airport,Weihai,China,Asia/Shanghai,37.1871,122.229,,
NTE,Nantes Atlantique,Nantes,France,Europe/Paris,47.153189,-1.610725,,
NTG,Nantong Airport,Nantong,China,Asia/Shanghai,32.0708,120.976,,
FDE,Forde Bringeland,Forde,Norway,Europe/Oslo,61.392,5.763,,
NTL,Newcastle Airport,Newcastle,Australia,Australia/Brisbane,-32.78,151.83,,
FDF,Le Lamentin,Fort-de-france,Martinique,America/Martinique,14.591033,-61.003175,,
NTN,Normanton Airport,Normanton,Australia,Australia/Lindeman,-17.6836,141.07,,
NTQ,Noto,Wajima,Japan,Asia/Tokyo,37.293097,136.961853,,
FDH,Friedrichshafen,Friedrichshafen,Germany,Europe/Berlin,47.671317,9.511486,,
NTT,Kuini Lavenia Airport,Niuatoputapu,Tonga,UTC,-15.9767,-173.755,,
NUI,Nuiqsut Airport,Nuiqsut,United States,America/Nome,70.21,-151.005556,,
NUL,Nulato Airport,Nulato,United States,America/Nome,64.729444,-158.074167,,
NUK,,,,UTC,0,0,,
NUP,Nunapitchuk Airport,Nunapitchuk,United States,America/Nome,60.905833,-162.439167,,
FEG,Fergana Airport,Fergana,Uzbekistan,Asia/Tashkent,40.3588,71.745,,
NUS,Norsup Airport,Norsup,Vanuatu,Pacific/Efate,-16.0797,167.401,,
FEN,Fernando De Noronha,Fernando Do Noronha,Brazil,America/Noronha,-3.854928,-32.423336,,
NUX,Novyi Urengoy,Novy Urengoy,Russia,Asia/Yekaterinburg,66.041811,76.313938,,
WGA,Wagga Wagga,Wagga Wagga,Australia,Australia/Broken_Hill,-35.165278,147.466389,,
NVA,Benito Salas,Neiva,Colombia,America/Bogota,2.95015,-75.294,,
FEZ,Saiss,Fes,Morocco,Africa/Casablanca,33.927261,-4.977958,,
WGP,Mau Hau,Waingapu,Indonesia,Asia/Makassar,-9.669217,120.302006,,
NVK,Framnes,Narvik,Norway,Europe/Oslo,68.435833,17.388056,,
NVR,,,,Europe/Moscow,0,0,,
NVT,Ministro Victor Konder Intl,Navegantes,Brazil,America/Campo_Grande,-26.879999,-48.65139,,
WHF,Wadi Halfa Airport,Wadi Halfa,Sudan,Africa/Khartoum,21.800278,31.516389,,
NWA,Bandaressalam,Moheli,Comoros,Indian/Comoro,-12.298108,43.7664,,
NWI,Norwich,Norwich,United Kingdom,Europe/London,52.675833,1.282778,,
WIC,Wick,Wick,United Kingdom,Europe/London,58.458889,-3.093056,,
FGU,,,,UTC,0,0,,
WIL,Nairobi Wilson,Nairobi,Kenya,Africa/Nairobi,-1.321719,36.814833,,
WIN,Winton Airport,Winton,Australia,Australia/Lindeman,-22.3636,143.086,,
WJA,Woja Airport,Majuro Atoll,Marshall Islands,Pacific/Kwajalein,7.083,171.133,,
FHZ,,,,UTC,0,0,,
NYK,Nanyuki Civil Airport,Nanyuki,Kenya,Africa/Nairobi,-0.067,37.033,,
NYM,Nadym Airport,Nadym,Russia,Asia/Yekaterinburg,65.4809,72.6989,,
WJU,Wonju Airport,Wonju,South Korea,Asia/Seoul,37.438081,127.960383,,
FIH,Ndjili Intl,Kinshasa,Congo (Kinshasa),Africa/Kinshasa,-4.38575,15.444569,,
NYO,Skavsta,Stockholm,Sweden,Europe/Stockholm,58.788636,16.912189,,
NYU,Bagan Intl,Nyuang U,Burma,Asia/Rangoon,21.173833266,94.9246666,,
WKK,Aleknagik Airport,Aleknagik,United States,America/Anchorage,59.2826,-158.618,,
WKJ,Wakkanai,Wakkanai,Japan,Asia/Tokyo,45.404167,141.800833,,
FJR,Fujairah Intl,Fujeirah,United Arab Emirates,Asia/Dubai,25.112225,56.323964,,
